4.58242270561749e-05,6.05407315215868e-05,8.32388378129037e-05,1.49222746462287e-05,0.999795473928963
4.75759894713678e-05,6.28825293366253e-05,8.56987696924363e-05,1.6929708198951e-05,0.999786913003301
4.86801351260384e-05,6.43622528218285e-05,8.70995457215113e-05,1.69406617967553e-05,0.999782917404534
4.92189574352055e-05,6.50883535462934e-05,8.76072796884669e-05,1.54874855006307e-05,0.99978259792383
4.92423146055535e-05,6.51286889298588e-05,8.72308516872039e-05,1.23989971611326e-05,0.999785999147616
4.89258071822819e-05,6.47163297999932e-05,8.62966447290832e-05,8.68594000133849e-06,0.999791375278287
4.81657696256159e-05,6.37170301917405e-05,8.44778731657138e-05,3.68646167714044e-06,0.99979995286534
4.67448947921211e-05,6.18428335624851e-05,8.1383666162031e-05,2.06146786351881e-07,0.999809822458697
4.46890227899855e-05,5.91351716163919e-05,7.68098789071228e-05,3.71072031473611e-08,0.999819328819483
4.22425445134422e-05,5.59274191314343e-05,7.09192390161941e-05,0.000147164625471973,0.999683746171867
3.99296852743755e-05,5.29231184450006e-05,6.44213995526412e-05,0.00184763649788034,0.997995089298848
3.75959075363841e-05,4.99287991754881e-05,5.67454409507139e-05,0.00611627384434601,0.993739456007991
3.61478668521746e-05,4.81430590472987e-05,4.95476568028541e-05,0.0128699659292439,0.986996195488054
3.52538055141833e-05,4.71511823891903e-05,4.16004430526158e-05,0.0239457134442166,0.975930281124827
3.5391711314334e-05,4.75922640342145e-05,3.35238061542674e-05,0.0399944155997859,0.959889076618711
3.64958178033203e-05,4.93963123581357e-05,2.49275415083739e-05,0.0622038807556546,0.937685299572676
3.85457215893413e-05,5.25095812807029e-05,1.63430373165466e-05,0.089243175675238,0.910649425984576
4.14613391607904e-05,5.68528408172032e-05,7.80767622161781e-06,0.123677197256346,0.876216680887455
4.50705575225315e-05,6.21783051472499e-05,5.69496005991401e-07,0.166259098853474,0.833633082787851
4.93025547749424e-05,6.83772826132589e-05,3.84265625508569e-07,0.217288049289703,0.782593886607284
5.35291600165143e-05,7.45424266829205e-05,0.000117668464830324,0.278326717730715,0.721427542217755
5.73810991959131e-05,8.01053339116101e-05,0.000526481568300362,0.347024732566624,0.652311299431968
6.01240705335963e-05,8.38879988262416e-05,0.00175193544592565,0.424608983672288,0.573495068812426
6.10491426926252e-05,8.45331678929907e-05,0.00485429911339222,0.510141433467939,0.484858685108084
5.99256233559592e-05,8.15014002584011e-05,0.0104754888835231,0.596968730358689,0.392414353734173
5.68360299857581e-05,7.37188056387297e-05,0.0222699297479786,0.682607783420531,0.294991731995866
